track_id,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7vPaMOFsH5Rlg9rGwVlkBV,Jamás Tendrás Mi Gloria,0.32,0.986,-3.266,0.133,7.1e-05,0.000222,0.316,0.414,175.822
0g4YiFtjtBbp8Tqdr9H2j2,Running In The Night,0.479,0.888,-5.997,0.153,0.00614,0.00105,0.339,0.225,154.86
1wzZ9SaE5PYW5jps5q1c24,Footsteps of Doom,0.102,0.581,-9.61,0.0394,7.19e-05,0.88,0.297,0.171,79.765
0RsOUnm1wNpbXxZ8a4abOP,Amaranth,0.558,0.859,-3.992,0.0421,0.00469,0.00196,0.0831,0.31,127.98
4i4yd6kbdea6vJdTa516dk,Christmas Calling (Jolly Jones),0.43,0.543,-6.296,0.0367,0.463,0.000523,0.0928,0.354,143.912
72RD8jifCUa7JtwQNSzadN,Country Outta My Girl,0.448,0.932,-4.424,0.0976,0.0174,0.0,0.347,0.709,187.813
7Bcjjhemjq1HxoWkTw4X6O,The Beautiful People,0.609,0.948,-4.938,0.113,0.00404,0.0978,0.042,0.786,144.037
5D8VfHh23WSkySUEp20pKN,Never Say Die,0.533,0.678,-4.401,0.0334,0.00779,6.69e-05,0.132,0.0596,111.027
4IQgbTjXZfINWOS5TKL6T0,To Let Myself Go,0.773,0.842,-4.433,0.0689,0.213,0.731,0.139,0.601,118.038
6PDQQChY0Jz7440TTgsfOz,Stuck with U,0.541,0.42,-6.341,0.0527,0.289,0.0,0.068,0.349,178.999
089RvMWm7LDTQbPNTTMCXH,Mi Muñequita Sintética,0.62,0.849,-3.563,0.0336,0.154,3.81e-05,0.365,0.78,150.083
5p4CTFlVzdpsmO4YJyZH6N,Inner Locket,0.598,0.264,-15.032,0.047,0.507,0.853,0.146,0.105,134.993
32By63ejJIcJka9uDcO0A9,"7 Minuets, K.65a: No. 5 in C Major",0.592,0.0557,-20.601,0.0493,0.958,0.0373,0.0642,0.709,142.897
4jCxB08UPEgCRa1JXRNIpt,Tanuki,0.743,0.961,-9.085,0.0913,0.208,0.892,0.453,0.336,128.853
6BFqJdjynoNSJiWyznyFJ6,All I Want for Christmas Is You,0.42,0.755,-5.904,0.0584,0.593,0.0,0.204,0.361,149.918
2KLzvAk1wr5dOIc50tPFfr,I Only Want To Be With You - Mono,0.593,0.823,-4.289,0.0293,0.167,1.13e-06,0.0856,0.953,132.697
622TQRdxU1ELBgpEkkn1SS,On the Border,0.78,0.934,-4.843,0.0426,0.118,0.738,0.0588,0.879,102.038
4CGNLY0PVsVGubWkee0lbO,Lovely - Piano & Cello,0.307,0.152,-16.993,0.035,0.983,0.887,0.148,0.167,127.512
1YrZuuVG0vZWvsahkSx5WC,Hello,0.578,0.43,-6.134,0.0305,0.33,0.0,0.0854,0.288,78.991
2n33B7iUh4oRF37trcSq3M,Veilinghallen,0.592,0.964,0.643,0.182,0.00894,0.00457,0.169,0.343,179.969
4m5oQkl97FW74iVOMFgzHX,Communio: Quae mihi fuerunt,0.13,0.0694,-29.206,0.0578,0.975,0.000708,0.13,0.133,74.389
6JilFqhtGTaEdKH6EYf10j,Arranhão,0.692,0.661,-3.124,0.11,0.357,0.0,0.296,0.673,138.108
6PqTOT3AZ4UEhyibLGM1th,"Não, Não Vou - Passa Lá em casa",0.611,0.767,-4.951,0.13,0.337,0.0,0.194,0.726,174.881
6itPsWk0k1sd6yffGoqR30,We Wish You a Merry Christmas,0.706,0.584,-8.492,0.0289,0.694,0.879,0.0759,0.339,131.969
3M2yijPkv7eFEdOSNG3xTV,Percuma,0.307,0.632,-8.513,0.0454,0.138,0.0,0.0478,0.497,171.829
78lA0dzTRBVztaaaanp0xv,Här och nu,0.614,0.682,-6.589,0.0243,0.0241,0.00151,0.3,0.822,104.005
6mvhi5xZsGJeWyf1uyiW0r,Lo siento (feat. Sofía Reyes),0.46,0.463,-6.798,0.0769,0.645,0.0,0.13,0.17,79.719
5phE1igsuw7TfOm07L5Ih8,Tu Eres La Que Amo,0.631,0.834,-5.714,0.0503,0.541,2.67e-05,0.0395,0.679,170.068
6t2gHlvw7kTK6M7M5f7S6K,From You,0.655,0.499,-10.039,0.0433,0.569,0.763,0.111,0.255,140.022
6sn3FHCq2csvNkq2h9Au8V,The Riddle,0.578,0.655,-7.935,0.0277,0.121,6.91e-06,0.137,0.898,101.889
1gPJ3F2p8rwhlzr1AF58W7,Sientelo,0.528,0.934,0.42,0.168,0.00308,0.00614,0.084,0.41,174.91
2KWCHX9hCadTNbUhLWvDDq,Banco De Areia,0.607,0.704,-6.567,0.0488,0.101,0.0,0.3,0.897,162.944
21oVuMsExsCE5URr3c9LNd,Magdalena,0.525,0.64,-7.929,0.0477,0.301,0.0,0.129,0.765,122.756
4QBrx05HrLnohYaS1cPGHO,Volvera,0.568,0.892,-3.091,0.0464,0.0111,0.0,0.379,0.783,126.02
